query,date,age,gender
asb_interbatiobal_transfer,20210425,55-64,Female
if_i_cancel_a_holiday_what_am_i_liable_to_pay,20210728,65+,Male
money_saving_expert_best_travel_money_rates,20210216,65+,Female
travel_fx,20210515,45-54,Male
travel_money,20211202,55-64,Male
waitrose_euro_exchange_rate_today,20210908,65+,Male
tourist_exchange_rates,20220111,65+,Male
travel_money,20211023,65+,Male
holiday_lettings_in_lancashire_county,20210516,65+,Male
is_government_stamp_duty_liable_on_exchange_of_contracts,20210923,55-64,Male
travel_fx_holiday_money,20210622,45-54,Male
when_youve_exchanged_before_30th_june_can_you_still_have_stamp_duty_holiday,20210621,45-54,Female
cheapest_covid_test_for_travel_frm_uk,20211028,35-44,Male
tesco_travel_money,20211111,65+,Female
travel_fx_holiday_money,20210702,55-64,Male
travel_fx_ltd,20210409,65+,Male
best_currency_exchange_rates,20210731,45-54,Male
starling_bank_using_the_debit_card,20210915,25-34,NULL
my_sister_seems_angry_that_i_got_job,20211129,45-54,Female
what_aid_dose_the_uk_send_to_other_countrys,20210716,65+,Male
a_young_foreign_person_who_undertakes_childcare_in_exchange_for_board_and_lodgings,20210214,65+,NULL
tourist_rates_euro,20210921,65+,Male
travelfx,20211021,55-64,Male
formby_hall_afternoon_tea,20210816,NULL,Female
taliban_in_afghanistan,20211102,65+,Female
travel_money,20210912,55-64,Female
uk_macedonia_exchange_of_driving_licence_form,20210228,55-64,Female
compare_holiday_money,20210522,65+,Female
cottage_morcambe,20211011,55-64,Female
do_i_have_to_complete_house_purchase_before_30_sept_to_avoid_stamp_duty,20210630,55-64,Male
house_prices_holly_close_alsager,20210227,35-44,Female
uk_foreign_aid,20210427,25-34,Female
holiday_cottages_lancashire,20210416,15-24,Female
lancashire_schools_holidays,20211211,NULL,Male
tourist_exchange_rates,20210710,65+,Male
currency_exchange_rates,20210524,65+,NULL
nationwide_foreign_issued_cheques,20210615,65+,Male
cash_in_forign_currency,20210421,65+,Male
travel_money,20210804,55-64,Male
travel_money_card_best,20210904,45-54,Female
travel_money_comparison,20210612,55-64,Female
covid_post_travel_test_discount_code_uk,20210905,45-54,Male
hays_travel_exchange_rates_foreign_currency,20211201,55-64,Male
travel_fx_exchange_rates,20210602,45-54,Male
how_to_order_foreign_currency,20220105,65+,Female
what_are_your_thoughts_on_this_story_that_trumps_dc_hotel_received_over_37_million_from_foreign_governments_while_he_was_in_office,20211008,45-54,Male
where_to_cash_american_coins_value,20210506,65+,Female
fx_change_uk,20210322,65+,Male
kimberly_wellmanrich,20210213,45-54,Male
office_w8_7sp,20211106,65+,Female
forex_exchange,20220119,65+,Male
best_euro_foreign_currency_exchange_rates,20211010,45-54,Female
capitalonecoukforeign,20210611,65+,NULL
travel_fx_holiday_money,20210319,55-64,Male
tui_exchange_rates_today,20210423,55-64,Female
british_airways_cancelling_flights,20210322,25-34,Male
holiday_cottages_in_lancashire,20211001,55-64,Female
online_currency_exchange,20211108,45-54,Male
attractions_in_rufford,20210827,35-44,Female
foreign_exchange_rates,20210622,65+,Male
travel_fx,20211016,65+,Male
benefit_in_norway_for_family,20210827,35-44,NULL
best_multi_currency_prepaid_card_uae,20210216,35-44,Male
foreign_exchange_rates,20210825,65+,Female
leftover_currency_loc,20210523,45-54,Male
what_can_you_buy_for_5_million_peso_in_colombia_today_news,20211116,55-64,Male
tom_penny,20210319,65+,Female
euro_exchange_comparison,20210601,35-44,Male
lancxashshire_school_term_dates,20211121,65+,Male
travel_money,20220104,55-64,Male
travel_money_exchange,20210420,65+,Male
pound_to_turkish_lira,20211128,65+,NULL
travel_fx_exchange_rates,20211011,55-64,Female
cash_passport_card,20210706,35-44,Male
currency_exchange_rates,20211107,65+,Male
holiday_money,20210806,55-64,Male
wwwgovukgovermentpublicationsexchangerates,20210425,65+,Male
asda_stockton_on_tees,20220125,45-54,Male
foreign_exchange_rates,20210813,NULL,Male
uk_banks_cash_withdrawal_rates_abroad,20220102,NULL,Male
cashing_foreign_cheques,20210205,65+,Male
holiday_cottages_in_cleveleys,20220130,65+,Female
holiday_money,20210830,55-64,Male
self_catering_cottages_ormskirk,20210801,65+,Female
foreign_currency_exchange_rate,20210408,65+,Male
lancashire_school_holidays,20210421,55-64,Female
stamp_duty,20210701,25-34,NULL
travel_currency_comparison,20210303,65+,Female
travel_money_exchange,20210525,55-64,Male
traffic_preston,20210627,55-64,Female
car_disposal_newhaven,20210419,65+,Male
term_times_chorley,20210909,65+,Female
traffic_accident_manchester_road_accrington_101121,20211110,55-64,Female
travel_fx,20210925,65+,Male
travel_money_fx,20211006,55-64,Male
will_the_british_pound_rise_yet_again_in_2021,20210317,35-44,Male
how_to_cancel_a_hoeseasons_holiday,20210709,65+,Male
left_over_currency,20220103,45-54,Male
sell_back_holiday_money,20210603,65+,Male
best_travel_money_rates,20210819,NULL,Female
martin_lewis_euro_exchange_rate,20210819,65+,Female
uk_gbp_exchange_rate_trend,20210524,45-54,Male
compare_holiday_money_martin_lewis,20220115,15-24,Male
hkd_eur_exchange,20220115,35-44,Female
how_much_was_1_million_pesetas_in_pounds,20210701,45-54,Female
what_is_the_currency_in_malta,20210723,55-64,Male
best_euro_exchange_rate,20210831,65+,Female
best_tourist_exchange_rates,20210617,65+,Male
can_i_order_dirham_barclays,20210824,65+,Female
money_converter,20211118,45-54,Female
travel_money,20210607,65+,Male
fx_travel_money,20210401,NULL,NULL
moneycorp_travel_money,20210612,55-64,Female
revolut,20210727,65+,Male
lancashire_county_council_bus_passes,20210609,NULL,Female
money_saving_expert,20211129,NULL,Male
prepaid_euro_cash_card,20211018,65+,Male
compare_travel_currency_travel_money,20210712,45-54,Male
send_money_abroad,20211212,NULL,Male
on_a_currency_exchange_is_there_a_cooling_off_rule,20210309,55-64,Male
starling_prepaid_card,20210607,45-54,Female
money4travelcomtuiuktravel_money_card,20210630,65+,Male
travel_fx,20211011,65+,Male
where_can_i_sell_euros_to_buy_gold,20220115,25-34,Female
jet2_travel_money_exchange,20210910,65+,Female
travel_fx,20210722,65+,Male
bdo_dollar_rate,20210901,45-54,Male
travel_fx,20210212,55-64,Male
benefit_of_a_foreign_currency_account_in_the_uk,20210904,65+,Male
revolut_card,20220131,65+,Female
best_currency_exchange_rates,20210225,55-64,Male
tourist_exchange_rates,20210708,65+,Male
train_to_dover_from_lancashire,20210409,65+,Female
what_is_the_best_way_to_get_cash_while_abroad,20220104,55-64,Male
best_day_to_sell_travel_money_in_the_uk,20210217,25-34,Female
pound_turkish_lira_exchange_rate,20211207,55-64,Male
preston_bus_pass,20220124,65+,Male
travel_money,20210822,55-64,Female
foreign_currency,20210323,65+,NULL
property_for_sale_in_sunnyside_caravan_park_bilsborrow,20210318,65+,Female
where_does_uk_foreign_aid_go,20210607,NULL,Male
easyjet_holidays,20211121,55-64,Female
h_t_pawnbroker_currency_converter,20220101,65+,Male
travel_money,20210713,55-64,Female
who_buys_norwegien_withdrawn_foreign_currency,20210818,65+,Male
aa_travel_card_renewal,20211110,NULL,Male
how_much_money_can_i_take_on_holliday_wi_th_me,20211031,65+,Male
travelfx,20210329,65+,Male
when_is_half_term_in_lancashire,20220121,65+,Male
can_i_get_my_money_back_from_a_wise_account,20210713,35-44,Female
cheap_business_class_flights,20211024,65+,Female
lancashire_school_holidays_2022,20220131,65+,Male
lancashire_schools_term_dates,20210811,45-54,Female
travel_fx,20210209,55-64,Male
travel_fx_holiday_money,20210803,65+,Female
travelfx,20210217,65+,Male
travelfx,20210719,55-64,Male
translink_cloughmills_to_ballymoney,20211119,65+,Male
currency_exchange_rates,20210512,55-64,Male
currency_exchange_rates,20210911,65+,NULL
currency_exchange_rates,20211221,65+,Male
holiday_lettings_is_it_a_mouny_spinner,20220120,65+,NULL
how_to_move_money_overseas,20210308,NULL,Male
kanoo_foreign_exchange_rates,20210807,55-64,Male
travel_fx,20210419,65+,Male
travel_fx,20211006,65+,Male
travel_fx_holiday_money,20210529,65+,Male
travel_money_exchange,20210406,55-64,Male
best_travel_money_rates,20211019,55-64,Male
money_converter,20211109,55-64,Female
uk_foriegn_aid,20210305,55-64,Male
what_happens_if_your_post_office_money_travel_card_is_going_to_expire_soon,20210424,55-64,Female
ice_waterloo_foreign_exchange_desk,20211116,65+,Female
pound_to_euro_exchange_rate,20210215,65+,Male
sell_my_foreign_currency,20211217,55-64,Male
the_impact_of_exchange_rates_fluctuations_on_global_companies,20211108,NULL,Male
travel_fx_holiday_money,20210512,45-54,Male
fairfx_exchange_rates,20210823,65+,Female
travel_money,20210711,45-54,Male
where_does_britains_foreign_iad_goto_,20211027,55-64,Male
holiday_cottages_lancashire,20210711,65+,Male
how_do_i_get_my_deposit_back_from_holiday_tui,20210223,65+,Male
how_to_convert_currency,20210827,65+,Male
leftover_banknotes,20210821,65+,Male
foreign_exchange,20211216,55-64,Female
holiday_cottage_blackburn,20210321,55-64,Female
house_exchange_stamp_duty,20211031,65+,Female
overseas_salary_transfers_to_us_bank_account,20220106,35-44,Male
why_is_the_pound_so_high,20210219,65+,Male
nationwide_foreign_currency_exchange_rates,20210805,45-54,Male
travel_news_for_blackburn_lancs,20210614,NULL,Female
do_i_need_to_pay_tax_on_overseas_inheritance,20220127,NULL,NULL
travel_fx,20210803,55-64,Female
hays_exchange_rates_euros_to_pounds,20211209,NULL,Female
heat_exchanger_design_travelodge,20211128,65+,Male
hmrc_foreign_exchange_rates_dollar_income_tax_year_20202021,20210616,55-64,Male
pound_euro_rate,20210217,55-64,Male
us_dollar_pound_sterling_rate,20211003,55-64,Male
wwwnowcardorg,20210526,65+,Male
currency_comparison_uk,20220108,25-34,Male
halloween_events_in_pendle_hill,20211002,65+,Male
tesco_travel_money,20211104,55-64,Female
how_to_cash_barclays_travelers_cheques,20211123,NULL,NULL
is_money_in_foreign_accounts_subject_to_iht,20211017,55-64,Male
money_saving_expert_foreign_currency,20210919,65+,Male
post_office_currency,20211228,65+,NULL
virgin_atlantic,20211205,65+,Male
calculating_a_tax_loss_on_a_foreign_investment_uk,20210710,45-54,Male
foreign_currency_exchange_rates,20211021,65+,Male
lancashire_county_council_school_holidays_2022,20220109,65+,Female
travelfx,20210921,65+,Male
foreign_exchange_rates,20211202,45-54,Male
lancashire_county_council_cristmas_office_opening,20211223,45-54,Female
pound_to_euro_travel_mony_converter,20210828,65+,Male
foreign_currency_exchange_rates_turkish_lira,20210811,65+,Female
highways_dept_west_lancs,20211110,65+,Female
is_transferring_money_to_usa_taxable,20210428,55-64,Male
post_office_exchange_rates,20211119,55-64,Female
best_euro_exchange_rate,20210323,NULL,Male
go_compare_holidays,20211229,45-54,NULL
how_to_sell_back_my_euros,20210907,65+,Male
incident_blackburn_police_now,20210913,55-64,Female
pal_travel_voucher_to_cash_refund,20210413,45-54,Male
panasonic_lumix_travel_camera_resolution_specifications,20210318,65+,Female
holiday_home_exchange_uk,20210720,65+,Male
holiday_money,20211209,55-64,Male
travel_money,20211012,55-64,Male
changing_old_spanish_currency_before_euro,20210617,55-64,Male
euro_exchange_rates_comparison,20210818,65+,Female
first_direct_foreign_currenec,20211118,65+,Female
traffic_updates,20210723,55-64,NULL
full_pip_whatam_i_entitled_to,20211210,NULL,NULL
holiday_currency_exchange_rates,20211110,65+,Male
holiday_money_exchange_rates,20220120,65+,Male
money_exchange_rates,20210913,45-54,Male
best_currency_exchange_rates,20211115,65+,Female
can_i_get_my_money_back_on_a_flight_if_the_country_is_on_the_amber_list,20210510,35-44,Female
travel_money,20210422,55-64,Male
a_fireign_person_who_undertakes_child_care_crossword,20210214,65+,Male
mse_travel_money,20210712,65+,Male
pound_set_to_strengthen,20211230,25-34,Male
ramsdens_currency_exchange,20210410,65+,NULL
travellers_exchange_rates,20210902,55-64,Male
asdi_mitkon_keynes,20220122,35-44,Female
country_and_western_festivals_preston,20210609,45-54,Female
tesco_cash_passport,20211206,65+,Male
tourist_exchange_rates,20210302,65+,Male
travel_fx_holiday_money,20210405,NULL,NULL
travelscoopcouk,20211107,65+,Female
a_list_of_all_countries_who_get_foreign_aid_from_the_uk,20210502,65+,Female
black_friday_flight_deals_2022,20211118,45-54,Female
travel_fx_exchange_rates,20210219,55-64,Male
traffic_near_blackburn,20220120,65+,Male
tourist_exchange_rates,20210706,65+,Male
travel_money,20220107,55-64,Male
foreign_exchange_in_oxford,20210421,25-34,Female
travel_money_card_charges,20210731,65+,Male
tui_refund_credit_validity,20210310,65+,Male
blackpool_traffic_news,20210310,65+,Male
buy_euros_best_rate,20210706,45-54,Male
currency_expectations,20210406,NULL,Male
ft_currency_rates,20211216,65+,NULL
given_a_friend_some_money_towrds_a_holliday_and_they_want_pay_us_back,20211110,45-54,Male
travel_money_club_reviews,20211014,65+,Male
bacs_payment,20210323,65+,Female
tourist_exchange_rates,20211121,65+,Male
bank_of_england_rate,20210425,45-54,Female
money_saving_expert_currency_exchange_rates,20210928,65+,Male
travelling_expenses_for_senior_citizen_in_london,20211215,65+,Male
best_exchange_rates_for_euros,20210416,65+,Male
sainsbury_exchange_rates,20211116,NULL,Male
travel_fx,20210617,65+,Male
turkis_currency,20211201,65+,Male
waitrose_exchange_rate_for_euros,20220121,NULL,Female
single_currency_prepaid_travel_card_reviews,20211018,65+,Male
travel_currency_rates,20220114,65+,Male
natwest_currency_buy_back,20210830,65+,Male
travelfx,20210831,65+,Female
1_in_,20211229,35-44,NULL
best_foreign_exchange_cards,20210325,65+,Male
foreign_cash_exchange,20210225,45-54,Male
how_if_i_received_a_letter_from_hm_revenue_and_custom_about_overseas_asset,20220116,45-54,Female
lancashire_county_highways,20210329,65+,Male
money_shop,20211209,65+,Male
daily_express_spain_travel_ban,20210426,65+,Female
greater_manchester_travel,20210608,NULL,Female
travel_fx,20210527,65+,Male
currency_exchange_rates,20210217,65+,Female
review_of_the_currency_club,20210803,55-64,Female
pendle_hill_halloween,20211016,15-24,Male
travel_fx,20210712,65+,Male
cheapest_way_to_draw_cash_in_australia,20220117,55-64,Male
torist_exchange_rates,20210827,65+,Male
travel_fx_holiday_money,20210912,65+,Male
travel_money,20210312,55-64,Male
can_you_still_exchange_lira_for_euoros,20211003,65+,Male
euros_exchange_rate_comparison,20210921,65+,Male
holiday_money_exchange_rates,20220130,65+,Male
is_moneycorp_bank_safe_martin_lewis,20210420,55-64,Female
can_i_pay_euros_into_my_santander_bank_account,20210625,55-64,Male
currency_exchange_rates,20220131,35-44,NULL
ss_lacashire,20210712,65+,Male
travel_money,20210830,55-64,Female
travel_money_egyptian_pound,20220131,55-64,Male
hmrc_foreign_exchange_rates,20210517,65+,Male
irp_forecasting_future_spot_exchange_rates,20210510,25-34,Female
travel_money_comparison,20211027,65+,Female
whats_is_97us_dollers_in_gb_pounds,20210222,65+,Male
where_is_the_best_place_to_go_for_currency_exchange_in_the_uk,20210728,65+,Male
best_foreign_currency_exchange_rates,20210307,65+,Male
countries_foreign_exchange_reserves,20210703,45-54,Female
martin_lewis_cash_forex_trading,20210624,55-64,Male
pound_falling,20211107,45-54,Female
money_saving_expert,20210822,45-54,Female
travel_fx,20211008,65+,Male
travel_fx_holiday_money,20211124,55-64,Male
travel_money,20220122,65+,Male
worldwide_disclosure_facility,20210209,35-44,Male
travel_money,20210311,55-64,Male
is_accrington_road_now_open,20210222,65+,Male
is_it_a_good_time_to_buy_turkish_lira,20210327,NULL,Male
latest_news_in_leyland_today,20210320,65+,Male
tide_bank_exchange_rates_today,20210927,65+,Male
travel_money,20210224,65+,Male
bathgate_gypsy_camp,20211218,35-44,Female
john_lewis_exchange_rates,20210804,45-54,Male
leisure_guard_travel_insurance,20210225,65+,Female
pound_to_euro,20210325,65+,Male
what_you_can_and_cant_do_ltd_accounts_transaction_overseas,20210505,35-44,Female
compare_foreign_currency_exchange_rates,20211122,NULL,Female
pound_vs_turkish_lire,20211208,65+,Male
best_foreign_exchange_rates,20210508,NULL,Female
bringing_money_into_uk_from_account_overseas,20210209,55-64,Male
compare_foreign_exchange,20220123,65+,Female
log_in_mypost_office_travel_money_card,20211115,65+,Male
virgin_atlantic,20211126,NULL,Female
asda_travel_money,20210903,65+,Female
best_rates_for_currency,20210823,25-34,Male
dawlish_at_night,20210512,45-54,Male
leftover_currency,20211130,45-54,Male
foreign_threesome_porn,20210511,65+,Male
google_currency_converter_by_date,20211217,65+,Female
money_belt_for_travel,20211110,65+,Male
travel_fx,20210701,65+,Male
travel_money,20210827,65+,Female
how_to_exchange_morocco_dirhams_to_pounds,20210530,55-64,Male
selling_euros,20210919,65+,Female
travel_fx_holiday_money,20210729,55-64,Male
travel_money,20211026,65+,NULL
exchange_coins,20211214,65+,Male
travelmoneymax,20210722,NULL,Male
is_euro_getting_stronger,20210612,45-54,Male
do_you_have_to_have_completed_your_house_sale_to_qualify_for_the_stamp_jury_holiday,20210421,65+,Female
leisure_guard_travel_insurance,20211206,65+,Male
tesco_travelmoney,20220108,65+,Female
travel_fx_holiday_money,20210726,65+,Female
best_prepaid_travel_cards,20211228,NULL,Male
currency_exchange_rates,20210730,35-44,Male
when_is_the_half_term_break_in_lancashire_uk,20210412,65+,Male
asda_supermarket,20211217,15-24,Female
pakistan_forex_exchange_rates,20210224,55-64,Male
what_countries_get_uk_overseas_aid_by_country,20210607,65+,Male
travel_money_exchange,20211118,65+,Male
exchange_rates,20210620,35-44,Male
post_office_travel_money_card_login,20210513,65+,Male
travel_fx_holiday_money,20210713,65+,Male
xrp_ripple_court_case,20210606,45-54,Male
best_travel_cards,20220120,65+,Male
best_travel_insurance_providers,20211127,65+,Male
traffic_accident_bbc_lancashire,20210602,65+,Female
travel_money_cards_for_doha,20211022,65+,NULL
foreign_coins_for_cash,20210701,35-44,Male
best_exchnge_rate,20210803,35-44,Male
best_foreign_currency_exchange_rates,20211024,45-54,Female
do_you_need_travel_insurance_to_get_a_medical_refund,20210526,45-54,Male
best_exchange_rates,20220109,45-54,Male
self_catering_in_haysham,20210302,35-44,Female
world_currency_rates,20210629,65+,Male
how_can_i_get_my_money_back_from_qatar_voucher_i_cash,20211115,65+,Female
money_saving_expert_currency,20220118,65+,Female
travel_fx,20210828,45-54,Male
future_of_eurogbp,20210202,55-64,Female
travel_fx,20210730,65+,Female
travel_fx,20211017,65+,Male
currency_exchange_rates,20220127,65+,Male
foreign_currency_exchange_rates,20210924,65+,Male
tesco_travel_money,20210831,35-44,Female
wwwmoney_converter,20210625,55-64,Female
cfx_exchange,20210312,45-54,Male
foreign_exchange_rates,20211204,65+,Male
how_much_does_the_uk_give_in_foreign_aid,20210812,55-64,Male
foreign_excchange_bureau_salisbury,20210508,NULL,Female
sell_us_dollards,20210510,65+,Male
travel_fx,20210823,65+,Male
euro_exchange,20210816,55-64,Female
foreign_exchange_rates,20210915,55-64,Male
leftover_currency,20210608,35-44,Male
tesco_exchange_rates,20210620,45-54,Female
travel_money,20210909,45-54,Male
currency_exchange_rates_today,20210825,65+,Male
rules_for_buying_foreign_currency,20211023,35-44,Female
travel_currency,20211110,NULL,Male
foreign_exchange_rates,20211211,55-64,Male
holiday_cottages_in_cleveleys,20220115,65+,Female
holiday_money_comparison,20220113,65+,Male
i_have_turkish_lira_account_in_turkey_do_i_cash_into_sterling_now_and_stop_my_losses,20211124,65+,Female
pound_versus_euro,20210215,65+,Male
sending_money_overses_quickly,20210814,65+,Male
are_torfx_a_registered_comany,20210326,65+,Male
currency_exchange,20210728,45-54,Male
house_of_hanover_currency_exchange,20211013,65+,Female
pound_euro,20210222,65+,Male
sterling_trend,20210408,65+,Male
currency_exchange_rate,20211229,65+,Male
how_safe_is_it_to_go_to_blackpool_if_you_are_unvaccinated_from_covid,20210802,NULL,Female
how_to_convert_currency,20210407,45-54,Male
uk_pound_to_australian_dollar,20210211,65+,Female
asda_edinburgh,20211202,35-44,Male
sell_foreign_currency_cash,20210225,45-54,Male
the_value_of_foreign_direct_investment_in_greece,20210318,35-44,Male
sell_euros,20210606,55-64,Male
exchange_rate_of_us_dollars_into_pounds,20210909,55-64,Female
travel_exchange_rates_comparison,20211003,65+,Female
travel_fx,20210604,65+,Male
a59_burscough_road_works_today,20211123,55-64,Male
foreign_currency_direct_uk,20210315,65+,Male
best_mse_fx,20211004,65+,Male
best_travel_insurance_companies,20210807,45-54,Male
travel_fx,20210222,65+,Male
travel_fx,20210429,65+,Male
travel_money,20210808,65+,Male
travel_money,20220118,45-54,Male
why_is_pound_falling,20210601,65+,Male
british_aid_allocation,20210813,65+,Male
do_i_need_to_report_tohmrc_they_money_transfered_from_my_us_bank_accountvto_uk,20210325,NULL,Male
best_foreign_exchange_rates,20211116,65+,Female
cumbria_bird_sightings,20210519,65+,Male
currency_exchange_rates,20210704,65+,Male
euro_dividend_convert_to_gbp_for_uk_tax,20211103,55-64,Male
best_currency_exchange_rates,20210928,65+,Female
best_euro_exchange_rate,20211128,55-64,Female
buy_and_sell_old_foreign_currency,20210704,45-54,Male
currency_exchange_rates,20210703,65+,Male
exchange_rates,20210712,65+,Male
holiday_exchange_rates_travel_money,20211028,25-34,Female
official_international_currency_exchange_rates,20210601,65+,Male
can_i_send_travellers_cheque_to_australia,20210525,65+,Male
why_is_pound_dropping,20210624,65+,Male
holiday_letting_near_halton_lancashire,20220113,65+,Male
lanchashire_term_times,20220121,65+,Male
ramsdens_currency_exchange,20210914,65+,Male
when_is_half_terms_for_lancashire_schools,20220112,65+,Female
buy_foreign_currency,20211231,65+,Male
john_lewis_financepartnership_card,20210512,65+,Female
martin_lewis_credt_cards_for_abroad,20210429,NULL,Female
south_african_bank_charges_to_send_money_overseas,20210601,65+,Male
travel_money_comparison,20210909,NULL,Female
where_to_get_rid_of_foreign_coins,20210701,35-44,Male
earn_extra_money_summer_holidays,20211219,35-44,Female
exrchange_rates,20210726,55-64,Female
lancashire_school_term_times,20210404,65+,Male
petite_foreign_exchange_students_family_orfy_porn_movies,20210919,45-54,Male
asda_maidstone,20210604,35-44,Female
best_prepaid_currency_cards,20211126,NULL,Female
currency_exchange_rates,20210517,55-64,Male
nmove_balance_of_travelex_card_to_my_bank,20220107,65+,Female
tesco_exchange_rates,20210629,55-64,Male
euro_exchange_rate,20210901,45-54,Male
buddhist_retreats_scotland,20211117,55-64,Female
currency_exchange,20211108,45-54,NULL
fc_exchange,20210203,55-64,Female
if_i_sell_my_holiday_home_in_america_can_i_bring_the_money_back_to_the_uk,20211208,55-64,Male
foreign_aid_budget_by_country,20210305,65+,NULL
no_overseas_holidays_thus_year,20210209,35-44,Male
uk_foreign_aid_statistics,20210713,65+,Male
annual_travel_insurance_worldwide,20210825,55-64,Male
euro_rate_to_pound,20210309,65+,NULL
holiday_money_exchange_rates,20211229,55-64,Male
school_holidays_2022_lancashire,20210919,65+,Male
sell_euros_for_pounds,20210629,65+,Male
exchange_rates,20210316,45-54,NULL
holiday_cash_exchange_rates,20210510,65+,Male
travelmoneymaxcom,20210816,65+,Female
best_travel_insurance_company,20220124,65+,Male
compare_foreign_currency_rates,20211006,55-64,Female
lancs_county_council_highways,20211109,NULL,Male
list_of_country_conversions,20210603,45-54,Male
prediction_of_the_rise_or_fall_of_the_value_of_the_euro_against_the_pound_sterling,20220108,65+,Female
travelex_foreign_exchange,20211110,65+,Male
_to_sterling_exchange_rate_today,20210330,55-64,Female
compare_travel_money_exchange_rates,20210910,65+,Female
foreign_exchange_rates,20210908,65+,Female
how_to_send_600_euros_from_oline_account,20210508,55-64,Male
britains_foreign_aid_by_country,20210904,65+,Male
india_currency_exchange,20210506,45-54,Female
mse_currency_exchange,20210823,55-64,Male
tourist_exchange_rates,20210709,55-64,Male
travel_fx,20210824,25-34,Male
currency_cards_reviews,20220105,65+,Male
currency_exchange_rates,20210223,55-64,Male
exchange_rates,20210911,65+,NULL
_to_forecast,20211216,55-64,Male
cheap_holiday_money,20211104,65+,Male
lancashire_train_to_rotherham_central,20210625,35-44,Male
steering_pound_into_hong_kong_currency_exchange_rate,20210623,55-64,Female
travel_exchange_rate,20211201,NULL,Male
burnley_leisure_school_holidays_2021,20210807,65+,NULL
govuk_exchange_rates,20210401,45-54,Male
john_lewis_euro_exchange_rate,20211101,45-54,Male
travel_money,20220113,55-64,Male
exchange_rate_to_usefor_tax_return_year_20202021,20210422,35-44,Female
nocardorg,20210720,65+,Male
tax_your_vehicle_if_in_receipt_of_pip,20210206,45-54,NULL
travel_money_exchange,20211002,55-64,Male
best_travel_exchange_rates,20210416,65+,Male
how_does_the_unrealised_foreign_exchange_losses_affect_the_income_tax_of_a_company,20211001,35-44,Male
leftover_currency,20210806,45-54,Male
royal_mail_money,20211122,65+,Male
travel_money_rates,20211109,65+,Male
