query,date,age,gender
money_supermarket_travel_insurance,20210707,65+,Female
nationwide_travel_insurance,20211129,65+,Male
nationwide_travel_insurance_with_flex_account,20210907,65+,Male
natwest_platinum_insurance_policy,20210729,55-64,Male
natwest_silver_travel_insurance_policy,20220111,NULL,NULL
puffin_insurancecouk,20211025,65+,Male
travel_insurance,20211231,65+,Male
travel_super_holiday_insurance_compare,20220128,65+,Male
uk_holiday_insurance,20210312,65+,Male
annual_travel_insurance_for_over_65,20210823,65+,Male
battleface_travel_insurance,20211202,65+,Male
nationwide_travel_insurance_with_flex_account,20210923,65+,Female
puffin_travel_insurance,20211026,65+,Male
sainsburys_tracel_insuance,20211128,45-54,Female
travel_time_insurance,20220127,65+,Male
who_will_holiday_insure_me_when_i_stay_with_my_daughter_in_guernsey,20210816,55-64,Female
coverwise_holiday_insurance,20211115,55-64,Female
holiday_insurance_for_amber_countries_for_coronavirus,20210708,65+,Male
over_80s_holiday_insurance,20211108,65+,Male
who_are_rias_insurance,20211019,55-64,Male
aa_car_insurance_log_in_uk,20211110,65+,Male
axa_travel_innsurancees,20210325,65+,Female
global_health_insurance,20210312,45-54,Male
how_do_i_get_a_pcr_test_for_a_child_to_travel,20210729,35-44,Female
is_quadbiking_covered_by_travel_insurance,20211012,NULL,Female
lloydsbankavatravelinsurancecom,20210920,65+,Male
nationwide_flex_plus_travel_insurance,20210816,65+,Male
travel_insurance_reviews,20210920,55-64,Female
travel_insurance_wth_covid_cover_travel_insurance,20211021,65+,Male
best_medical_travel_insurance_cover_for_preexisting_conditions,20210811,65+,Male
can_i_claim_my_travel_insurance_back,20210424,55-64,NULL
covid_travel_insurance,20211107,55-64,Female
travel_insurance_comparison,20210531,65+,Male
wwwwhichcouk,20210714,65+,Female
aa_insurance,20220121,65+,Male
axa_travel_insurnce,20220115,45-54,Male
cheapest_travel_insurance,20220104,55-64,Male
covid_holiday_insurance,20210729,55-64,Male
europa_plus_travel_insurance,20211014,65+,Male
our_travel_insurance,20220126,NULL,Male
travel_insurance_comparison,20211115,65+,NULL
travel_insurance_for_over_70,20211209,65+,Male
barclays_travel_insurance,20210717,65+,Female
best_travel_insurance_including_covid_cover_mse,20210910,65+,Male
compare_the_market_travel_insurance,20220121,65+,Male
does_a_stent_fitted_over_5_years_ago_have_to_be_declared_on_travel_insurance,20220117,65+,Male
lloyds_bank_ava_travel_insurance,20210915,55-64,Female
lv_travel_insurance,20211204,65+,Male
nationwide_travel_insurance_with_flex_account,20211227,45-54,Female
rias,20211112,65+,Male
travel_insurance_including_covid_cover,20210821,65+,Female
will_donald_mcpherson_be_allowed_to_keep_the_insurance_money,20210318,55-64,Female
aviva_travel_insurance,20210814,65+,Male
best_travel_insurance_covid_cover,20211121,55-64,Male
travel_insurance,20210827,NULL,Female
alpha_travel_insurance,20210217,65+,Male
barclays_travel_insurance_uk_contact,20210520,35-44,Male
best_holiday_insurance_for_covid_cover_travel_insurance,20220106,65+,Male
stay_sure_travel_insurance_for_over_70s,20211109,65+,Female
allianz_travel_insurance,20210503,35-44,Female
best_family_travel_insurance,20211026,65+,Female
coronavirus_travel_insurance,20210622,55-64,Male
coverwise,20220120,45-54,Male
exchange_rates_worldwide_travel,20210409,65+,Male
masks_distancing_have_cut_flu_respitary_conditions,20210314,65+,Male
second_home_insurance,20210305,65+,Male
travel_insurance_cover_for_unvaccinated,20211117,45-54,Male
age_uk_travel_insurance_over_75,20210927,65+,Male
best_holiday_insurance,20210516,55-64,Male
can_you_move_travel_insurance_to_next_year,20210216,65+,Male
cheap_cruise_insurance,20211204,65+,Male
covid_travel_insurance_uk_tesco,20220119,55-64,Male
lloydsbankavatravelinsurance,20211020,65+,Male
travel_insurance_comparison,20211021,45-54,Male
which_holiday_insurance,20211103,35-44,NULL
avanti_travel_insurance,20210519,65+,Male
best_covid_travel_insurance_uk,20210712,45-54,Female
coverwise_travel_insurance,20211109,45-54,Male
holiday_cottage_travel_insurance,20210418,NULL,Female
unite_travel_insurance,20210731,65+,Male
best_value_travel_insurance,20211210,65+,Male
cheap_travel_insurance,20210218,45-54,Female
is_annual_travel_insurance_cheaper_than_two_trips_only_abroad,20220129,65+,Male
morethancom,20210904,35-44,Male
nationwide_cruise_travel_insurance_repatriation,20211104,65+,Female
staysure_travel_insurance,20210517,65+,Male
which,20210202,65+,Female
best_covid_travel_insurance,20211204,45-54,Female
holiday_insurance_with_covid_19,20211113,65+,Male
lloyds_bank_travel_insurance,20220127,NULL,Male
paula_leeson,20220117,65+,Male
rias,20211129,65+,Female
travel_insurance_for_over_70,20210730,65+,Female
what_covid_cover_does_barclays_travel_insurance_give,20210718,65+,Female
when_was_the_green_card_for_eu_travel,20210811,45-54,Male
compare_cruise_insurance,20211008,55-64,Male
medical_history_free_travel_insurance,20210419,45-54,Male
rias_insurance,20220124,65+,Male
annual_travel_insurance_for_over_65,20210403,65+,Male
cheapest_media_reelance_insurance,20210629,NULL,Male
puffin_insurance,20211129,65+,Male
puffin_pet_insurance_for_dogs,20210312,55-64,Female
rias_travel_insurance_phone_numger,20211016,65+,Male
travel_insurance_for_over_70,20211101,65+,Male
avanticouk,20210516,65+,Female
covid_travel_insurance_for_europe_uk,20210616,45-54,Female
hays_travel,20210307,65+,Male
nationwide_travel_insurance,20211026,65+,Male
premedical_condition_travel_insurance,20211111,65+,Male
rias,20220101,65+,Male
best_covid_cover_travel_insurance_uk,20210826,55-64,Female
covid_cover_travel_insurance_staycation,20210612,55-64,Female
liverpool_victoria_travel_insurance_over_70,20210315,65+,Female
mbna_credit_card_travel_insurance_uk,20210223,65+,Female
rough_guide_travel,20211221,55-64,Male
travel_insurance,20210424,65+,Male
uk_travel_insurance,20210605,65+,Female
allclear_travel_insurance,20211004,65+,Male
bankofscotlandavatravel,20211117,65+,Male
puffin_insurance,20210913,65+,Male
travel_insurance_during_lockdown,20210328,65+,Female
aa_insurance,20211021,45-54,Female
holiday_insurance_with_covid_19_cover,20210315,65+,Female
rias,20211228,55-64,Male
southall_travel,20211015,65+,Male
travel_insurance_with_covid_cover,20210211,45-54,Female
leisure_guard_travel_insurance,20211206,65+,Male
mats_travel_insurance,20210924,65+,Male
saga_travel_insurance,20210817,55-64,Male
staysure_travel_insurance,20210714,65+,Male
travel_insurance_over_70,20210816,65+,Male
travel_insurance_with_covid_cover,20211206,45-54,Male
traveline_holiday_insurance,20211014,65+,Male
caravan_insurance,20210201,55-64,Female
cheapest_pre_existing_medical_insurance,20220114,25-34,Male
covid_19_travel_insurance,20210628,65+,Male
covid_travel_insurance,20210828,35-44,Male
lloyds_bank_travel_insurance_gold_account,20211027,65+,Female
rias,20210724,25-34,Female
rias_motor_insurance,20210906,65+,Male
travel_insurance_over_70_churhill,20220119,65+,Male
travel_insurance_with_covid_cover,20220106,NULL,Male
why_wont_the_post_office_honour_my_holiday_insurance,20210627,65+,Female
hays_travel_insurance_uk_with_covid19_coverage,20211012,NULL,Female
lloyds_platinum_travel_insurance,20210810,45-54,Male
medical_screening_for_travel_insurance,20220129,45-54,Female
mse_travel_insurance,20220124,55-64,Female
wwwervcoukclaims,20210607,65+,Female
aviva_travel_insurance,20220122,55-64,Female
does_ryanair_travel_insurance_cover_costs_for_covid_,20210625,45-54,Male
leisureguard_travel,20210901,65+,Female
personela_travel_insurance,20210805,45-54,Male
price_of_travel_insurance_with_saga,20210706,65+,Male
travelsure_insurance,20210810,65+,Male
coverwise_travel_insurance,20220101,NULL,Male
hsbc_travel_insurance,20210524,45-54,Male
nationwide_building_society_travel_insurance_for_senior_citizens,20210720,65+,Male
nationwide_travel_insurance_covid_cover,20211126,NULL,NULL
puffin_insurance,20210723,65+,Female
the_aa_insurance,20211115,55-64,Male
trainline_insurance,20210516,65+,Male
avanti_travel_insurance,20211030,35-44,Female
free_spirit_travel_insurance,20210709,55-64,Male
whi_do_knee_replacement_have_to_be_declared_on_holiday_insuurance,20220128,65+,Male
lv_travel_insurance,20211121,NULL,NULL
puffin_insurance,20210424,65+,Male
shengen_germany_approved_travel_insurance,20211209,25-34,Female
aviva_travel_insurance,20211019,65+,Male
covid_travel_insurance,20210425,25-34,Female
fcdo_travel_changes_cover,20211006,45-54,Male
martins_money_tips_travel_insurance_comparison,20220117,45-54,Male
cpvid_travell_insurance,20210512,55-64,Male
rias_insurance,20210420,65+,Female
staysure_travel_insurance,20220102,55-64,Female
admiral_travel_insuance,20211129,35-44,NULL
axa_tavel_insurance_travel_levels,20211019,25-34,Female
barclays_travel_insurance,20210703,65+,Female
nationwide_flex_account,20210928,65+,Male
riascouk,20210921,65+,Male
travel_insurance,20220117,65+,Female
wwwtraveltimeinsurancecouk,20211108,65+,Male
ergoholidayinsurance,20210928,65+,Female
our_amber_countries_covered_by_insurance_policy,20210826,55-64,Male
staysure,20210203,65+,Male
covid_travel_insurance,20211101,NULL,Male
riascouk,20211207,25-34,Female
tesco_travel_insurance,20211105,35-44,Female
nationwide_holiday_insurance,20210814,45-54,Male
which_is_best_travel_insurance_cover_for_covid_which,20211119,25-34,Male
lv_travel_insurance_review,20220117,65+,Male
best_credit_card_with_travel_insurance_uk,20210606,65+,Male
csis_travel_insurance_2021_cost,20210903,65+,Male
is_avanti_a_good_travel_insurance_reviews,20211124,65+,Female
travel_insurance_covering_covid,20210709,35-44,Female
what_covid_cover_do_you_get_with_insure_and_go_silver_policy,20220106,35-44,Male
aviva_travel_insurance_quote,20211027,65+,Male
covid_insurance_for_travel_uk,20211207,45-54,Female
staysure_travel_insurance,20210831,65+,Male
90_day_travel_insurance_for_over_65s,20220111,65+,Female
covid_holiday_insurance_compare,20220106,65+,Female
covid_insurance_for_a_single_trip,20210415,25-34,Male
does_holiday_insurance_cover_staycations,20220111,55-64,NULL
inssurance_prior_to_travel,20211103,55-64,NULL
is_travel_insurance_covers_covid,20210318,45-54,Male
travel_insurance,20220122,NULL,Male
aviva_travel_insurance,20211025,65+,Male
barrhead_travel_insutance,20211009,45-54,Female
coverwise,20210716,45-54,Male
liverpool_victoria_travel_insurance,20210725,65+,Male
post_office_covid_travel_insurance_martin_klewia,20220102,35-44,Male
rias_car_insurance,20210520,65+,Male
travel_insurance,20210224,65+,Male
travel_insurance,20211027,65+,Male
allianz_assistance,20211122,65+,NULL
wwwtraveldirectorymoneyadviceserviceorguk,20220105,65+,Male
bank_accounts_with_travel_insurance,20210305,65+,Male
medical_insurance_for_c19_travel_abroad,20210507,45-54,NULL
rias_car_insurance,20210922,55-64,NULL
compare_the_market_travel_insurance,20220125,65+,Female
free_covid_treatment_in_tenerife_and_gran_canaria,20220127,65+,Male
puffin_insurance,20220121,NULL,Male
puffin_travel_insurance,20210803,45-54,Female
tesco_insurance_travel,20210626,55-64,Female
what_is_the_meaning_commercial_traveling_in_insurance_policy_definition,20210717,65+,Female
wwwlloydsbankavatravelinsurancecom,20210826,65+,Female
can_i_get_travel_insurance_for_europe_which_doesnt_cover_medical_conditions,20220107,65+,Female
guest_first_travel_insurance_for_uk_holidays_2021,20211004,65+,Female
has_the_green_card_for_vehicles_stopped,20210724,65+,Male
health_insurance_for_travel_abroad,20210701,35-44,NULL
rias,20220105,55-64,Female
travel_finder_insurance,20211203,45-54,Female
age_uk_travel_insurance,20210528,65+,Male
holiday_let_insurance,20211123,NULL,NULL
rias_insurance,20210310,65+,Male
staysure_travel_insurance,20210519,45-54,Male
travel_insurance_for_over_70,20210809,65+,Female
best_quotes_for_medical_travel_insurance_uk,20210919,65+,Male
klm_travel_insurance,20220123,55-64,Male
martin_lewis_money_saving_expert_travel_insurance,20210907,65+,Female
wwwa_a_insurance,20211013,65+,Female
admiral_insurance,20210817,65+,Male
covid_19_travel_insurance,20211016,NULL,Male
is_it_a_good_idea_to_have_travel_insurance_for_a_uk_holiday,20210616,65+,Male
lloyds_bank_travel_insurance,20220123,65+,Female
nationwide_flex_travel_insurance,20220126,45-54,Male
news_about_tracel_insurance_covid,20210817,65+,Male
the_aa_insurence,20211106,65+,Male
best_travel_insurance_for_covid_19,20210321,65+,Male
best_travel_insurance_for_over_70,20211224,65+,Male
cheap_holiday_insurance,20210524,65+,Female
holiday_insurance_for_over_80s,20210510,65+,Female
natwest_advantage_gold_travel_insurance_contact_number,20211011,35-44,Female
rias,20210511,65+,Male
rias_insurance,20211117,65+,Female
rock_insurance_travel,20210518,25-34,Female
royal_caribbean_travel_insurance,20210624,NULL,Female
winter_sports_holliday_insurance_80yr,20210822,65+,Male
axa_thailand_covid_insurance_refund,20211220,35-44,Male
best_static_caravan_insurance,20210805,65+,Female
covid_travel_insurance,20210227,65+,Female
nationwide_travel_insurance,20210818,65+,Female
rias_home_insurance,20211213,65+,Female
aainsurance,20211112,65+,Male
aviva_travel_insurance,20211007,55-64,Male
bank_accounts_with_travel_insurance,20210912,65+,Female
best_covid_travel_insurance_uk,20210827,25-34,Female
does_hsbc_premier_cover_amber_destinations,20210806,45-54,Female
religare_travel_insurance,20210424,65+,Female
rias,20210205,45-54,Male
staysure_travel_insurance,20210728,65+,Female
which_travel_insurance_covers_covid_19,20210328,45-54,Female
boots_travel_insurance,20210503,35-44,NULL
cheap_travel_insurance,20211201,65+,Male
morethancom,20210830,55-64,Male
nationwide_travel_insurance_policy,20210823,65+,Male
rias_home_insurance,20211203,65+,Male
travel_insurance_for_over_70,20211122,65+,Male
axa_platinum_account_lloyds_insurance,20210714,65+,Male
holiday_insruance_for_staying_in_england,20210708,45-54,Female
holiday_insurance_with_covid_19,20211114,65+,Male
how_fast_do_emergency_medical_insurance_pays_back,20211023,45-54,Female
my_holiday_home_insurance,20210411,55-64,Female
pre_medical_travel_insurance,20211028,55-64,Male
rias_house_insurance,20210510,35-44,Male
uk_travel_insurance_bad_weather,20211021,NULL,Male
zurich_travel_insurance,20211006,45-54,Male
coverwise_travel_insurance,20210302,45-54,Male
best_cruise_travel_insurance_for_covid,20211218,NULL,NULL
boots_travel_insurance_single_trip,20210824,65+,Male
compare_the_market_travel,20220102,55-64,Female
cruise_insurance_compare,20211113,65+,Female
how_to_get_holiday_pcr_tests,20210904,65+,Male
mcmillan_travel_insurance_company,20211125,NULL,Male
nationwide_travel_insurance_claim_ref_number_tc39480179,20220107,65+,Male
santander_travel_insurance,20211106,65+,Male
coverwisecouk,20211104,NULL,Female
leisure_guard_travel_insurance,20210225,65+,Female
my_holiday_home_insurance,20210219,65+,Male
puffin_travel_insurance,20210910,45-54,Female
royal_sun_alliance_car_insurance_uk,20210420,65+,Male
travel_insurance,20210824,55-64,Male
travel_insurance_if_lockdown_rules,20210317,45-54,Female
wwwmorethancom,20210829,55-64,Male
do_you_get_travel_insurance_with_barclaycard,20220110,55-64,Male
martin_lewis_travel_insurance,20220105,55-64,Female
tlungcancertravelinsurance,20210831,65+,Male
battleface_insurance,20210822,55-64,Male
best_travel_insurance_companies,20210807,45-54,Male
do_i_need_holiday_let_insurance_for_buildings,20210928,NULL,Female
do_you_need_travel_insurance,20220102,55-64,Female
natwest_holiday_insurance,20220131,65+,Male
rias_car_insurance,20210426,55-64,Male
rias_home_insurance,20210630,55-64,Female
sprowston_surgery_flu_clinic_over_65,20211014,65+,Female
travel_and_general,20210907,65+,Male
travel_insuarance_cost_fromengland_to_all_over_the_world,20210721,NULL,Female
travel_insurance_for_dubai,20210413,45-54,Female
travel_insurance_with_cancel_for_any_reasonuk,20210809,65+,Female
battleface_contact_number_uk,20211006,35-44,Female
best_covid_travel_insurance,20210826,45-54,Female
coverwise_travel_insurance,20220105,55-64,Male
tsb_travel_insurance_deals,20211108,35-44,Male
when_do_i_start_my_travel_insurance_from,20220125,35-44,Female
assistcard,20210927,45-54,NULL
coverwise_travel_insurance,20211205,25-34,Female
staysure_travel_insurance,20210405,65+,Female
trainline_insurance,20210506,55-64,Female
travel_insurance_with_cover_for_scuba_diving,20220119,65+,Female
puffin_travel_insurance,20210915,65+,Female
staysure_travel_insurance_defacto,20220126,45-54,Female
does_travel_insurance_cover_the_amber_list_countries,20210518,65+,Male
is_the_ehic_still_valid_for_uk_visiters_to_spain,20220125,55-64,Female
nationwide_travel_insurance,20211018,65+,Female
puffin_insurance_travel,20220101,65+,Female
travel_insurance,20210820,NULL,Female
travel_insurance_with_covid_cover_usa,20211207,45-54,Male
what_time_does_the_insurance_choice_open_and_shut,20220126,NULL,Female
aviva_travel_insurance,20210928,65+,Male
covid_19_health_insurance_for_uk_travellers_to_portugal,20210917,35-44,Male
covid_holiday_insurance_for_australians,20211011,NULL,Male
does_holiday_insurance_cover_coronavirus,20211025,15-24,Male
holiday_insurance,20210913,65+,Male
lloydsbankaxatravelinsurance,20210712,65+,Male
uk_cruise_insurance,20210811,45-54,Male
which_best_holiday_insurance,20210721,55-64,Female
age_limits_on_barclays_travel_insurance,20210722,65+,Female
covid_travel_insurance,20211019,55-64,Male
emirates_airlines_travel_insurance,20211101,45-54,Male
leisure_guard_travel_insurance,20210901,65+,Male
lv_travel_insurance_over_70,20210712,65+,Male
martin_lewis_travel_insurance,20220127,55-64,Male
natwest_travel_insurance,20210908,15-24,Female
tesco_travel_insurance_over_70,20210307,65+,Male
travel_insurance,20211026,65+,Male
travel_insurance_best_price_uk_today,20220114,65+,Male
appealing_against_travel_insurance_claim,20210729,NULL,Female
best_holiday_insurance_for_covid,20210411,65+,Male
does_a_british_subject_need_travel_insurance_in_uk,20210517,25-34,Male
latest_lloyds_bank_travel_insurance_policy,20211017,65+,Male
lloyds_bank_ava_travel_insurance,20210803,65+,Female
rias_car_insurance,20210726,45-54,Female
ckd_stage_5_travel_insurance,20211001,45-54,Male
lv_travel_indurance,20210920,65+,NULL
wwwtraveldirectorymoneyadviceserviceotguk,20210904,65+,Male
compare_the_market,20210927,65+,Female
holiday_insurance,20220130,55-64,Male
lloydsbankavatravelinsurancecocm,20210902,65+,Female
nationwide_flex_account_travel_insurance,20220119,55-64,Male
aviva_travel_insurance_quote,20220120,65+,Female
axa_travel_ins_claim_form,20220117,65+,Female
covered2go_travel_insurance,20211022,65+,Male
goverment_travel_insurance_guidelines,20211028,65+,Male
jamacia_virus_news,20210203,65+,Male
nationwide_worldwide_travel_insurance_with_flex_account_2021,20211201,NULL,Male
natwest_travel_insurance_renewal,20211213,65+,Female
panthose_girdle_over_65,20210522,65+,Male
specialist_travel_insurance_for_travelling_to_amber_list_countries,20210608,NULL,Female
uk_holiday_insurance,20210405,65+,Female
which_,20211018,65+,Male
why_do_companies_in_scotland_charge_for_insurance_for_coach_holidays_in_uk,20210730,65+,Female
aa_insurance,20211117,35-44,Female
coverwise_travel_insurance,20210222,65+,NULL
covid_cruise_insurance,20211007,55-64,Male
saga_travel_insurance_over_70,20220120,65+,Male
swinton_travel_insurance_for_over_65,20220122,65+,Male
trailfinders,20210704,65+,Female
ehic_travel_insurance,20220131,65+,Male
holiday_insurance_with_medical_conditions,20211130,NULL,Female
nationwide_building_societ_free_insurance_with_flexi_account,20211018,65+,Male
staysure_travel_insurance,20210704,65+,Male
travel_icsureance,20220112,NULL,NULL
nationwide_travel_insurance,20211014,NULL,Male
saga_travel_insurance_for_over_75,20211026,65+,Female
travel_insurance_coronavirus,20211128,45-54,Female
uk_coronavirus_travel_insurance,20210207,65+,Female
abta_holiday_insurance,20220124,NULL,NULL
insurance_holiday_home_uk,20210305,55-64,Female
insure_for_travel_reviews,20210807,45-54,Male
travel_insurance_from_cyprus_to_europe,20210729,35-44,Male
aviva_travel_health_insurance,20210508,65+,Male
policysdirect,20210426,65+,Male
puffin_insurance,20211004,65+,Male
puffin_travel_insurance_customer_services_telephone_number,20211021,65+,Male
statins_and_travel_insurance_quotes,20211004,55-64,Male
travel_insurance_changes,20210215,65+,Male
which,20210522,65+,Male
which_is_the_best_uk_holiday_cancellation_insurance,20210430,65+,Male
aviva_travel_insurance_online,20210630,65+,Male
best_holiday_insurance_uk,20210928,NULL,Female
compare_the_market,20211026,65+,Male
cost_of_travel_insurance_withstandard_revolut,20220114,65+,Female
coverwise_travel_insurance,20220110,65+,Male
extending_travel_insurance_while_on_vacation,20210216,55-64,Female
travel_directory_wwwmoneyadviceserviceorguk,20211206,65+,Male
travel_insurance_by_puffin_insurance,20211126,65+,Male
british_airways_travel_insurance,20211026,65+,Female
cheap_travel_insurance_with_medical_conditions,20210331,65+,Male
travel_insurance_for_uk,20210325,65+,Male
are_ehic_still_used,20210405,65+,Male
barlays_travel_pack_insurnance_contact_number,20211110,45-54,Female
do_i_have_to_be_insured_before_i_book_a_holiday,20211106,45-54,Female
euro_p_assistance_travel_insurance,20211204,65+,Male
liverpool_victoria_travel_insurance_over_70,20211116,65+,Female
post_office_travel_insurance,20211228,55-64,NULL
travel_insurance,20210512,55-64,Male
bank_accounts_with_travel_insurance,20220113,65+,Male
best_travel_insurance,20211026,65+,Male
best_travel_insurance_in_packaged_account,20211014,65+,Male
coverwise,20220103,55-64,NULL
travel_insurance_for_covid_19_enforced_hotel_stay,20210816,45-54,Male
best_travel_information_martin_lewis,20211217,NULL,Male
best_travel_insurance,20220121,NULL,Male
coverwise_holiday_insurance_for_over_70s,20210222,65+,Male
current_account_with_free_travel_insurance,20210727,45-54,Male
current_accounts_including_holiday_insurance_compare,20210429,65+,Male
holiday_insurance_that_covers_primary_biliary_cholangitis,20211207,NULL,Female
nationwide_travel_insurance_with_flex_account,20211005,65+,Female
travel_insurance_for_relative_ilness,20220117,45-54,Female
aviva_travel_insurance_quote,20210909,55-64,Male
covid_travel_insurance_cover,20210328,45-54,Female
trainline_travel_insurance,20210506,55-64,Female
travel_insurance,20210722,65+,Male
travel_insurance_comparison,20210927,65+,Male
travel_insurance_comparison,20210930,65+,Male
travel_insurance_for_cruise_holidays,20210601,65+,Male
travel_insurance_post_office,20210709,65+,NULL
who_are_policy_direct_insyrance,20210703,35-44,Male
aviva_travel_insurance_quote,20211007,65+,Male
lloydsbank_avatravelinsurancecom,20210817,65+,Male
travel_insurance_brokers_fareham,20210726,65+,Female
uknationwideiuktravelcom,20211119,65+,Male
alfa_insurance,20211206,65+,Male
allianz_insurance,20220127,65+,Female
best_covid_travel_insurance_uk,20211204,45-54,Female
does_fco_advice_against_amber_list_travel,20210805,65+,Female
rondec_travel_insurance_reviews,20210819,NULL,Female
travel_insurance,20210818,NULL,Female
aa_travel_insurance_for_over_65,20210919,65+,Male
annual_travel_insurance_for_over_65,20220114,65+,Female
cheap_travel_insurance_for_over_70s,20210913,65+,Female
churchill_travel_insurance,20211212,65+,Female
covid_19_holiday_insurance,20210913,35-44,Male
covid_cover_hays_travel_insurance,20210722,45-54,Male
travel_insurance,20211031,55-64,Female
travel_insurance_for_over_65,20210824,65+,Female
travel_insurance_over_65s_martin_lewis,20220125,65+,Male
covid_insurance,20210225,45-54,Male
staysure_travel_insurance,20220113,65+,Male
travel_insurance_puffin,20210525,65+,Male
will_my_travel_insurance_cover_me_in_an_amber_or_red_country,20210626,65+,Male
avanti,20210605,65+,Female
emirates_insurance,20211206,65+,Male
holiday_insurance_2021_after_brexit,20210817,55-64,Female
puffin_insurance,20210312,65+,Male
reviews_nationwide_building_society_travel_insurance,20210731,65+,Male
top_dog_travel_insurance,20210719,55-64,Female
uk_travel_insurance_for_over_80s,20210221,65+,Female
covid_lockdown_travel_cancellation_insurance,20210607,45-54,Male
httpswwwstandardcoukesmoneytravelinsurancebestcovidtravelinsuranceb932220html,20210829,65+,Male
martin_lewis_travel_insurance,20220121,45-54,Male
nationwidecouk_insurance,20210806,65+,Male
nationwideitravelcom,20210606,65+,NULL
travel_insurance,20210614,65+,Male
travel_insurance_for_over_65,20220117,65+,Male
what_is_the_minimum_travel_insurance_you_need_for_the_usa,20210506,65+,Male
will_my_travel_insurance_cover_me_in_an_amber_destination,20210625,65+,Male
aviva_travel_insurance,20220112,NULL,Male
directaxacothailand,20220112,45-54,Female
tigon_insurance,20211029,65+,Male
allianz_travel_insurance_for_europe,20211112,25-34,Male
holidayextrainsurancepocruisescom,20210412,65+,Female
puffin_travel_insurance,20210904,45-54,Female
best_90_day_holiday_companies,20210505,55-64,Male
best_over_70_travel_insurance,20211113,65+,Female
compare_the_market,20220117,65+,Male
puffin_insurance,20210701,65+,Male
static_caravan_insurance,20210218,65+,Male
aa_insurance,20220123,65+,Male
abta_travel_sure_insurance,20220119,65+,Female
can_i_claim_my_holiday_insurance_back_if_i_haventused_it_due_to_covid,20210318,65+,Male
insure_and_go,20210701,35-44,NULL
aa_insurance,20210901,45-54,Male
jet_2_cover_for_covid,20220109,45-54,Male
travel_insurance_for_over_80,20220122,65+,Female
argos_travel_insurance,20210826,55-64,Female
lloydsbanktravrekinsurancecom,20211106,65+,Female
marksandspencerpremiumaccount_with_travel_insurance,20210416,65+,Female
travel_insurance_for_over_80_at_ageuk,20220131,65+,Female
covid_insurance_singapore,20210225,35-44,Female
how_long_can_you_stay_away_from_home_and_still_be_insured,20210325,45-54,Female
natwest_platinum_travel_insurance,20211110,65+,Male
puffin_travel_insurance,20210710,65+,Male
thai_insurance,20211115,65+,Male
travel_insurance_post_office,20210920,55-64,Female
axa_insurance_travel,20210825,65+,Male
compare_the_market_travel_insurance,20210827,65+,Male
coverwise_travel_insurance,20211030,65+,Female
cruise_travel_insurance,20211118,NULL,Male
lloydsbank_travel_insurance_log_in,20211118,65+,Female
puff_pet_insurance,20210922,55-64,Female
tesco_travel_insurance_covid,20210523,35-44,NULL
travel_insurance_for_university_students,20210511,45-54,Male
best_travel_insurance_for_over_70s,20220121,NULL,NULL
cost_of_jet2_covid_insurance,20210409,65+,Female
coverwisecouk,20210511,55-64,Male
covid_travel_insurance_hong_kong,20210630,55-64,Male
dos_barclays_travel_insurance_cover_cruise_travel_insurance,20210505,65+,Female
travel_insurance_for_over_70,20210712,65+,Female
whats_happens_if_i_am_refused_travel_insurance_for_a_new_medical_condition,20210729,45-54,NULL
coverwise_travel_insurance,20211129,25-34,Female
does_travel_insurance_cover_amber_destinations,20210604,65+,Male
holiday_extras_po,20211117,65+,Female
travel_insurance,20211126,55-64,Male
travel_insurance_for_amber_countries,20210718,55-64,Male
travel_insurance_for_around_britain_cruises,20210606,65+,Female
aviva_travel_insurance,20210302,65+,Female
coverwise_travel_insurance,20211206,45-54,Male
covid_travel_insurance,20210716,65+,Female
santander_travel_insurance,20220114,NULL,NULL
who_are_avanti_insurance,20211024,65+,Female
if_i_have_had_cancer_removed_do_i_need_to_declare_on_travel_insurance,20210706,65+,Female
rias,20210524,65+,Male
wwwguestfirstcoukcid6187,20220104,65+,Male
aviva_travel_insurance,20211129,NULL,Male
bank_accounts_that_include_travel_insurance,20210923,65+,Male
does_government_advice_against_holidaying_in_amber_group,20210507,65+,Male
the_allianze_assistance_hub,20211110,65+,Female
admiral_insurance,20210920,65+,Male
annual_travel_insurance,20210818,65+,NULL
catasttophe_on_holiday_insurance,20210403,65+,Male
coverwise_travel_insurance,20210927,45-54,Female
nationwide_travel_insurance,20210810,65+,Female
rbs_platinum_travel_insurance,20211213,45-54,Male
travel_insurance_leamington_spa,20220114,65+,Male
travel_insurance_to_cover_covid_19,20211205,65+,Male
which_company_has_best_covid_ibsurancetravel,20220126,65+,Female
aviva_barclays_travel_proof_form_for_travel_insurance,20210824,65+,Female
lv_travel_insurance_claims_phone_number,20211005,65+,Male
puffin_travel_insurance,20211129,65+,Male
staysure_insurance_travel,20211106,65+,Male
voyager_travel_insurance_reviews_by_customers,20210514,55-64,Female
what_travel_insurance_do_i_need_if_flights_are_canelled_due_to_a_pandemic,20211115,55-64,Male
aa_home_insurance,20220103,65+,Male
best_travel_insurance,20211014,65+,Male
coverwise_travel_insurance,20220108,45-54,Male
covid_checklist_if_travelling_abroad_for_a_holiday,20210629,65+,Male
how_are_travel_insurance_prices_increased_for_medical_conditions,20210310,55-64,Male
martin_lewis_best_travel_insurance,20211217,65+,Male
